epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
129,2229.56,1.23571,0.97056,1.40761,0.87385,0.77729,0.87142,0.60788,1.23251,0.76601,1.26243,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656,0.0223968,0.0074656
130,2244.21,1.23271,0.94611,1.40046,0.87369,0.77782,0.87325,0.60804,1.22608,0.76307,1.26566,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458,0.0223374,0.0074458
131,2259.45,1.236,0.95859,1.39738,0.86214,0.77833,0.8649,0.60799,1.2161,0.76338,1.2661,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
132,2280.73,1.2268,0.95089,1.39933,0.86307,0.77893,0.86958,0.60764,1.21787,0.77578,1.26606,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062,0.0222186,0.0074062
133,2294.6,1.21994,0.94246,1.39189,0.89456,0.77335,0.87241,0.61137,1.22453,0.75083,1.25596,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864,0.0221592,0.0073864
134,2312.16,1.22406,0.94616,1.39224,0.88036,0.77675,0.87531,0.61133,1.22954,0.7545,1.25759,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666,0.0220998,0.0073666
135,2328.51,1.22409,0.94532,1.39897,0.88279,0.77292,0.87427,0.609,1.22934,0.75697,1.2533,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468,0.0220404,0.0073468
136,2342.62,1.23565,0.94517,1.39863,0.88861,0.77512,0.87506,0.60974,1.23889,0.75284,1.25087,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
137,2362.93,1.22581,0.93916,1.39309,0.86493,0.79342,0.87848,0.60177,1.25358,0.75506,1.25854,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072,0.0219216,0.0073072
138,2376.44,1.21315,0.9293,1.38201,0.87362,0.78821,0.87274,0.62071,1.19427,0.73011,1.22912,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874,0.0218622,0.0072874
139,2394.08,1.22194,0.93672,1.38657,0.88952,0.79111,0.88173,0.61557,1.23375,0.72767,1.24541,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676,0.0218028,0.0072676
140,2410.75,1.21487,0.93296,1.3991,0.86687,0.79258,0.87942,0.61224,1.235,0.7286,1.24322,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478,0.0217434,0.0072478
141,2424.99,1.21379,0.92977,1.38019,0.85735,0.79394,0.87808,0.61828,1.20777,0.73321,1.23729,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
142,2444.97,1.2122,0.91509,1.38362,0.86212,0.78161,0.87137,0.61711,1.18649,0.73582,1.23346,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082,0.0216246,0.0072082
143,2458.34,1.21443,0.92329,1.38214,0.89648,0.7705,0.87582,0.62325,1.18069,0.72956,1.22304,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884,0.0215652,0.0071884
144,2477.86,1.21748,0.93141,1.39061,0.88456,0.77129,0.8768,0.62074,1.20349,0.75095,1.2369,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686,0.0215058,0.0071686
145,2494.1,1.21292,0.91722,1.37944,0.87906,0.77511,0.87702,0.62312,1.19392,0.72924,1.23036,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488,0.0214464,0.0071488
146,2508.39,1.21516,0.92606,1.3753,0.89774,0.756,0.872,0.61997,1.19816,0.74195,1.23642,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
147,2527.8,1.2082,0.90476,1.36851,0.88132,0.78635,0.87888,0.62429,1.19119,0.73407,1.23222,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092,0.0213276,0.0071092
148,2541.74,1.21278,0.91066,1.37953,0.88044,0.79585,0.88114,0.62182,1.20046,0.725,1.23469,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894,0.0212682,0.0070894
149,2561.08,1.22577,0.9274,1.38933,0.87658,0.75985,0.86918,0.60805,1.21027,0.75126,1.24733,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696,0.0212088,0.0070696
150,2578.48,1.20781,0.90739,1.3814,0.85528,0.78713,0.87056,0.61412,1.19469,0.75187,1.23801,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498,0.0211494,0.0070498
151,2592.53,1.19459,0.90735,1.37473,0.85666,0.78985,0.87519,0.62045,1.17443,0.73382,1.22887,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
152,2613.21,1.1998,0.89948,1.37241,0.88607,0.78962,0.87984,0.62125,1.1874,0.71959,1.23827,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102,0.0210306,0.0070102
153,2628.26,1.19335,0.89216,1.37766,0.88152,0.79197,0.87964,0.62891,1.1764,0.7123,1.23306,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904,0.0209712,0.0069904
154,2643.81,1.20446,0.90546,1.37458,0.89431,0.78439,0.87934,0.63243,1.15401,0.71021,1.21521,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706,0.0209118,0.0069706
155,2665.52,1.1864,0.89478,1.36754,0.89456,0.78262,0.88163,0.62824,1.17098,0.7235,1.22795,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508,0.0208524,0.0069508
156,2680.55,1.20602,0.90374,1.37569,0.8918,0.78275,0.88015,0.6275,1.17891,0.72544,1.23193,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
157,2699.38,1.20391,0.90646,1.37678,0.90082,0.78985,0.88541,0.62873,1.19655,0.71494,1.23647,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112,0.0207336,0.0069112
158,2716.75,1.19424,0.88956,1.363,0.89679,0.7873,0.88379,0.61987,1.21756,0.71829,1.23749,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914,0.0206742,0.0068914
159,2736.02,1.20409,0.90355,1.37378,0.89083,0.7884,0.8796,0.62212,1.20301,0.71559,1.22787,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716,0.0206148,0.0068716
160,2749.61,1.18999,0.89725,1.36972,0.88416,0.79694,0.88394,0.63137,1.1728,0.70962,1.2205,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518,0.0205554,0.0068518
161,2770.32,1.18937,0.88839,1.36482,0.88698,0.80131,0.88756,0.63417,1.17531,0.7051,1.22374,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
162,2784.07,1.19386,0.88551,1.36349,0.87832,0.80513,0.88725,0.63339,1.1807,0.71762,1.22927,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122,0.0204366,0.0068122
163,2804.83,1.20187,0.91093,1.37482,0.88743,0.81059,0.88938,0.63651,1.18073,0.71158,1.22378,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924,0.0203772,0.0067924
164,2820.94,1.18206,0.87682,1.35666,0.89796,0.79259,0.88938,0.63555,1.1915,0.70802,1.2193,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726,0.0203178,0.0067726
165,2835.13,1.17178,0.87472,1.35762,0.89256,0.79811,0.88787,0.63309,1.19346,0.71512,1.22477,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528,0.0202584,0.0067528
166,2854.73,1.19178,0.89025,1.36059,0.88342,0.79694,0.88485,0.63752,1.17876,0.70816,1.22778,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
167,2869.5,1.17251,0.87566,1.34643,0.89638,0.79331,0.88877,0.63962,1.17058,0.69569,1.21178,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132,0.0201396,0.0067132
168,2888.24,1.17852,0.88477,1.35841,0.88907,0.78747,0.88198,0.64075,1.16026,0.69387,1.20892,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934,0.0200802,0.0066934
169,2905.03,1.17796,0.86978,1.3528,0.89697,0.77948,0.88339,0.63806,1.16213,0.70173,1.21102,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736,0.0200208,0.0066736
170,2926.29,1.17004,0.86635,1.35202,0.90141,0.77402,0.88076,0.63607,1.16886,0.70132,1.21638,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538,0.0199614,0.0066538
171,2945.81,1.17351,0.8712,1.35623,0.88945,0.7893,0.88293,0.64322,1.15355,0.69098,1.20976,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
172,2966.9,1.17719,0.86549,1.34797,0.90996,0.77779,0.8829,0.64408,1.1462,0.68533,1.20935,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142,0.0198426,0.0066142
173,2987.39,1.18216,0.87689,1.35017,0.90915,0.77893,0.88379,0.64132,1.15434,0.68449,1.20969,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944,0.0197832,0.0065944
174,3009.42,1.17734,0.86234,1.35351,0.90642,0.78384,0.88724,0.63667,1.17238,0.68484,1.21251,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746,0.0197238,0.0065746
175,3032.7,1.15889,0.85909,1.34705,0.89055,0.79312,0.88648,0.64031,1.15174,0.6817,1.20558,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548,0.0196644,0.0065548
176,3050.26,1.18499,0.88067,1.35743,0.90078,0.78985,0.88558,0.63875,1.15932,0.68745,1.20623,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
177,3073.76,1.16341,0.85178,1.34076,0.90346,0.79585,0.89062,0.64279,1.15046,0.6877,1.20183,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152,0.0195456,0.0065152
178,3091.31,1.16777,0.8595,1.33803,0.90967,0.78657,0.88693,0.64681,1.13675,0.67884,1.19523,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954,0.0194862,0.0064954
179,3115.16,1.1625,0.85333,1.3397,0.90805,0.77675,0.88669,0.64472,1.1328,0.67592,1.19699,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756,0.0194268,0.0064756
180,3132.19,1.16276,0.85182,1.3416,0.90501,0.78533,0.88769,0.6456,1.13149,0.67082,1.19485,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558,0.0193674,0.0064558
181,3155.89,1.16362,0.84816,1.33595,0.89961,0.79241,0.88925,0.64598,1.13052,0.66505,1.19109,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
182,3173.74,1.16013,0.85128,1.34114,0.89322,0.79907,0.89101,0.64955,1.12225,0.66238,1.18874,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162,0.0192486,0.0064162
183,3196.52,1.18521,0.86256,1.34491,0.89776,0.78603,0.88812,0.64919,1.12021,0.66834,1.18841,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964,0.0191892,0.0063964
184,3213.91,1.15379,0.84685,1.34177,0.89434,0.79466,0.88601,0.64962,1.11862,0.67082,1.18595,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766,0.0191298,0.0063766
185,3237.57,1.16054,0.84989,1.33519,0.89528,0.79337,0.88896,0.65258,1.11129,0.66753,1.18407,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568,0.0190704,0.0063568
186,3251.96,1.16844,0.84926,1.34925,0.90606,0.78493,0.88942,0.65217,1.1094,0.66656,1.18274,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
187,3270.82,1.15947,0.83948,1.33396,0.88362,0.81332,0.89396,0.6516,1.11903,0.66273,1.18472,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172,0.0189516,0.0063172
188,3287.12,1.15723,0.84304,1.33565,0.88734,0.8095,0.89615,0.65124,1.11826,0.66515,1.18351,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974,0.0188922,0.0062974
189,3316.48,1.15606,0.85021,1.34028,0.90392,0.7893,0.89412,0.65137,1.11361,0.66025,1.18013,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776,0.0188328,0.0062776
190,3339.34,1.14819,0.84066,1.32961,0.89408,0.79858,0.89498,0.65483,1.10421,0.65785,1.17768,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578,0.0187734,0.0062578
191,3368.08,1.15361,0.83822,1.32968,0.87867,0.81431,0.89459,0.65368,1.10421,0.66098,1.17802,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
192,3398.38,1.1567,0.84568,1.34075,0.87673,0.8114,0.89486,0.65331,1.10424,0.66576,1.17557,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182,0.0186546,0.0062182
193,3428.15,1.15249,0.84353,1.33275,0.87802,0.81331,0.89114,0.65288,1.10353,0.66178,1.17342,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984,0.0185952,0.0061984
194,3447.67,1.14259,0.83069,1.32248,0.88879,0.80568,0.89485,0.65663,1.10189,0.65573,1.17238,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786,0.0185358,0.0061786
195,3492.22,1.15138,0.84327,1.32862,0.88897,0.80568,0.89196,0.65675,1.09975,0.66004,1.17212,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588,0.0184764,0.0061588
196,3505.96,1.14405,0.83204,1.32079,0.89406,0.80786,0.89489,0.65856,1.09391,0.66147,1.16856,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
197,3549.42,1.14822,0.82601,1.31705,0.88234,0.81867,0.89828,0.65959,1.09916,0.65697,1.16715,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192,0.0183576,0.0061192
198,3566.46,1.13797,0.83091,1.32325,0.87053,0.82915,0.8972,0.65888,1.09793,0.65811,1.16432,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994,0.0182982,0.0060994
199,3612.72,1.13936,0.83071,1.32124,0.87888,0.81992,0.89765,0.661,1.0962,0.65762,1.16233,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796,0.0182388,0.0060796
200,3655.52,1.13599,0.81096,1.31803,0.88267,0.82128,0.89791,0.66323,1.09592,0.65871,1.16102,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598,0.0181794,0.0060598
201,3668.61,1.13671,0.81897,1.32016,0.88359,0.81621,0.89692,0.66088,1.09897,0.66076,1.16227,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
202,3684.85,1.1414,0.82215,1.31943,0.89771,0.81059,0.89614,0.66158,1.09764,0.65971,1.16116,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202,0.0180606,0.0060202
203,3704.11,1.1385,0.82229,1.32118,0.89381,0.81784,0.89629,0.66435,1.0953,0.65566,1.15912,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004,0.0180012,0.0060004
204,3718.09,1.14522,0.82568,1.31835,0.91307,0.80459,0.89662,0.662,1.09825,0.6542,1.15952,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806,0.0179418,0.0059806
205,3738.47,1.12417,0.81657,1.31374,0.90523,0.80841,0.89705,0.66224,1.10034,0.64982,1.15939,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608,0.0178824,0.0059608
206,3752.16,1.13438,0.81329,1.31778,0.91662,0.80406,0.89523,0.66362,1.09917,0.6478,1.15982,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
207,3769.82,1.12833,0.81368,1.30357,0.91386,0.79917,0.89632,0.66551,1.09423,0.643,1.15728,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212,0.0177636,0.0059212
208,3786.94,1.13205,0.81298,1.30764,0.91106,0.80515,0.89775,0.66766,1.09301,0.64282,1.15763,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014,0.0177042,0.0059014
209,3800.6,1.12069,0.81873,1.30716,0.90953,0.80513,0.89842,0.66785,1.08654,0.63648,1.15397,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816,0.0176448,0.0058816
210,3820.44,1.12137,0.80838,1.31392,0.91356,0.8024,0.89876,0.66802,1.08351,0.63958,1.15595,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618,0.0175854,0.0058618
211,3834.5,1.12988,0.81314,1.31559,0.90966,0.80459,0.89907,0.66815,1.08209,0.64049,1.15552,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
212,3860.6,1.12003,0.79729,1.30518,0.90769,0.80512,0.89958,0.66753,1.08213,0.63856,1.15586,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222,0.0174666,0.0058222
213,3880.03,1.12364,0.81663,1.31027,0.91203,0.79796,0.89805,0.66615,1.0819,0.63982,1.15485,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024,0.0174072,0.0058024
214,3902.99,1.11962,0.79945,1.30713,0.90324,0.80186,0.89757,0.66507,1.08035,0.63672,1.15416,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826,0.0173478,0.0057826
215,3924.61,1.12537,0.8061,1.30194,0.89837,0.80349,0.8982,0.66506,1.08066,0.64057,1.15272,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628,0.0172884,0.0057628
216,3949.7,1.12039,0.80274,1.31153,0.90064,0.8114,0.89943,0.66759,1.08043,0.64049,1.15186,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
217,3971.62,1.11822,0.78608,1.30133,0.90201,0.81496,0.9022,0.66753,1.07953,0.63655,1.14983,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232,0.0171696,0.0057232
218,3995.25,1.10963,0.79667,1.30232,0.9009,0.81823,0.90315,0.67018,1.07798,0.63026,1.14888,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034,0.0171102,0.0057034
219,4020.46,1.1177,0.80432,1.30001,0.90422,0.81421,0.90258,0.67024,1.0709,0.62676,1.14624,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836,0.0170508,0.0056836
220,4041.98,1.11348,0.80304,1.29989,0.90422,0.81421,0.9022,0.67065,1.07025,0.62519,1.14655,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638,0.0169914,0.0056638
221,4057.33,1.11737,0.80267,1.30725,0.89709,0.81878,0.9023,0.66986,1.07259,0.62574,1.14671,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
222,4075.76,1.10679,0.80454,1.29993,0.89997,0.81878,0.90234,0.67016,1.07342,0.6284,1.148,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242,0.0168726,0.0056242
223,4093.56,1.12288,0.80948,1.30471,0.90036,0.81823,0.90417,0.67076,1.08218,0.62769,1.15268,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044,0.0168132,0.0056044
224,4110.84,1.11229,0.78875,1.30044,0.89717,0.81714,0.90127,0.67017,1.08322,0.62744,1.15355,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846,0.0167538,0.0055846
225,4126.95,1.11235,0.80094,1.29776,0.89905,0.81878,0.90212,0.66959,1.08073,0.62794,1.15178,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648,0.0166944,0.0055648
226,4144.08,1.11118,0.80154,1.2996,0.90195,0.81441,0.90281,0.67112,1.07563,0.62712,1.14922,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
227,4162.21,1.09632,0.78328,1.29849,0.90866,0.81496,0.90431,0.66989,1.07808,0.62694,1.15083,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252,0.0165756,0.0055252
228,4179.45,1.10066,0.78064,1.28998,0.90734,0.81605,0.90299,0.66978,1.07788,0.62861,1.1512,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054,0.0165162,0.0055054
229,4195.71,1.10543,0.78145,1.28786,0.90766,0.81386,0.90117,0.67025,1.0767,0.63167,1.15222,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856,0.0164568,0.0054856
230,4212.85,1.11114,0.79191,1.29239,0.90547,0.81878,0.90038,0.66962,1.07339,0.63219,1.15172,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658,0.0163974,0.0054658
231,4230.79,1.1072,0.78137,1.28822,0.90732,0.81932,0.90101,0.67128,1.07472,0.63114,1.15246,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
232,4247.03,1.09466,0.76632,1.28141,0.90603,0.81769,0.89993,0.67132,1.07442,0.62964,1.15201,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262,0.0162786,0.0054262
233,4263.65,1.10423,0.77499,1.29035,0.91158,0.8104,0.90164,0.67249,1.07389,0.62823,1.15186,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064,0.0162192,0.0054064
234,4283.05,1.09154,0.77514,1.27465,0.90549,0.81769,0.90283,0.67271,1.07552,0.62906,1.15216,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866,0.0161598,0.0053866
235,4301.01,1.10322,0.79458,1.29574,0.91191,0.81368,0.90245,0.67243,1.07373,0.62942,1.15117,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668,0.0161004,0.0053668
236,4316.98,1.09762,0.78113,1.2811,0.90816,0.81714,0.90168,0.67303,1.07383,0.62977,1.15011,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
237,4335.06,1.08432,0.77713,1.28091,0.90647,0.82001,0.90266,0.67272,1.07186,0.62669,1.14949,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272,0.0159816,0.0053272
238,4353.42,1.09835,0.77838,1.2855,0.902,0.81823,0.90162,0.67325,1.07012,0.62683,1.1489,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074,0.0159222,0.0053074
239,4369.04,1.08979,0.78142,1.28564,0.90004,0.82096,0.90217,0.67377,1.0688,0.62623,1.14838,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876,0.0158628,0.0052876
240,4385.52,1.08878,0.76612,1.28503,0.90545,0.82072,0.90246,0.6744,1.06588,0.62389,1.14601,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678,0.0158034,0.0052678
241,4404.24,1.07934,0.77318,1.28089,0.90577,0.81854,0.90285,0.67425,1.06538,0.6237,1.1458,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
242,4417.81,1.08472,0.77134,1.27378,0.90526,0.81891,0.90226,0.6746,1.06504,0.62382,1.14467,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282,0.0156846,0.0052282
243,4430.09,1.0838,0.76284,1.27326,0.90948,0.81716,0.90209,0.67371,1.06522,0.62261,1.1443,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084,0.0156252,0.0052084
244,4442.07,1.07952,0.76696,1.27491,0.90986,0.81769,0.90257,0.67437,1.06297,0.61978,1.14348,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886,0.0155658,0.0051886
245,4454.02,1.07973,0.76742,1.28478,0.91127,0.81286,0.90209,0.67558,1.05956,0.61838,1.14143,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688,0.0155064,0.0051688
246,4466.15,1.09032,0.76468,1.27527,0.91017,0.81496,0.90074,0.67509,1.05784,0.61885,1.1407,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
247,4478.26,1.08798,0.77962,1.28148,0.91147,0.81487,0.90091,0.67497,1.05818,0.61814,1.14151,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292,0.0153876,0.0051292
248,4490.32,1.0753,0.76654,1.27183,0.91252,0.81423,0.90124,0.67509,1.05689,0.61727,1.14142,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094,0.0153282,0.0051094
249,4502.37,1.07767,0.76691,1.28304,0.91339,0.81168,0.90092,0.67641,1.05489,0.61591,1.1409,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896,0.0152688,0.0050896
250,4514.41,1.07605,0.77062,1.27875,0.91691,0.81059,0.90085,0.67722,1.05407,0.61411,1.14062,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698,0.0152094,0.0050698
251,4526.51,1.07388,0.75187,1.26849,0.91122,0.81239,0.90046,0.67739,1.05325,0.61285,1.13998,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
252,4538.58,1.08118,0.7569,1.27338,0.91579,0.81329,0.90252,0.67834,1.05087,0.61277,1.13842,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302,0.0150906,0.0050302
253,4550.62,1.07758,0.76946,1.27492,0.91587,0.81386,0.90245,0.67855,1.04928,0.61204,1.1367,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104,0.0150312,0.0050104
254,4562.67,1.0794,0.77038,1.27828,0.91425,0.81386,0.90268,0.67874,1.04907,0.61078,1.13642,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906,0.0149718,0.0049906
255,4574.8,1.07885,0.76262,1.28037,0.91294,0.81605,0.90195,0.67968,1.04751,0.61011,1.1361,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708,0.0149124,0.0049708
256,4586.89,1.06753,0.75409,1.26673,0.9141,0.81714,0.90179,0.67927,1.04683,0.6109,1.13561,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
257,4598.84,1.07687,0.74632,1.27109,0.91433,0.81562,0.90284,0.68047,1.04532,0.61018,1.13493,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312,0.0147936,0.0049312
258,4610.77,1.0669,0.74503,1.26889,0.91815,0.81439,0.90389,0.67983,1.04491,0.60909,1.13473,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114,0.0147342,0.0049114
259,4622.84,1.05273,0.74011,1.25886,0.91329,0.81659,0.90366,0.68126,1.04402,0.60837,1.13396,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916,0.0146748,0.0048916
260,4634.89,1.07115,0.75361,1.26721,0.90743,0.82407,0.90254,0.68118,1.04377,0.60684,1.13391,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718,0.0146154,0.0048718
261,4646.9,1.06491,0.74677,1.26241,0.9175,0.81349,0.90316,0.68196,1.04374,0.60659,1.13359,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
262,4659,1.04935,0.74665,1.26082,0.91381,0.81823,0.90205,0.68267,1.04438,0.60493,1.13332,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322,0.0144966,0.0048322
